year,iso,countryyearcode,"School age population, primary education, both sexes (number)","School age population, primary education, female (number)","School age population, primary education, male (number)","School age population, lower secondary education, both sexes (number)","School age population, lower secondary education, female (number)","School age population, lower secondary education, male (number)","School age population, upper secondary education, both sexes (number)","School age population, upper secondary education, female (number)","School age population, upper secondary education, male (number)"
1983,VUT,VUT1983,21050,9949,11101,11842,5597,6245,7929,3796,4133
1984,VUT,VUT1984,21626,10230,11396,12092,5724,6368,7970,3825,4145
1985,VUT,VUT1985,22230,10521,11709,12427,5883,6544,8047,3869,4178
1986,VUT,VUT1986,22685,10770,11915,12627,5996,6631,8198,3954,4244
1987,VUT,VUT1987,23224,11054,12170,12836,6115,6721,8348,4037,4311
1988,VUT,VUT1988,23833,11362,12471,13113,6262,6851,8481,4110,4371
1989,VUT,VUT1989,24487,11680,12807,13505,6455,7050,8603,4172,4431
1990,VUT,VUT1990,25181,12004,13177,14009,6693,7316,8766,4251,4515
1991,VUT,VUT1991,25838,12351,13487,14473,6923,7550,9116,4425,4691
1992,VUT,VUT1992,26532,12707,13825,14926,7147,7779,9485,4605,4880
1993,VUT,VUT1993,27177,13034,14143,15424,7391,8033,9841,4772,5069
1994,VUT,VUT1994,27681,13284,14397,16006,7679,8327,10154,4914,5240
1995,VUT,VUT1995,28010,13444,14566,16639,7993,8646,10458,5051,5407
1996,VUT,VUT1996,28178,13541,14637,17092,8229,8863,10869,5253,5616
1997,VUT,VUT1997,28390,13660,14730,17369,8375,8994,11274,5459,5815
1998,VUT,VUT1998,28682,13815,14867,17515,8455,9060,11678,5666,6012
1999,VUT,VUT1999,29101,14030,15071,17616,8510,9106,12053,5856,6197
2000,VUT,VUT2000,29658,14308,15350,17770,8588,9182,12367,6013,6354
2001,VUT,VUT2001,30178,14555,15623,17988,8691,9297,12620,6134,6486
2002,VUT,VUT2002,30800,14853,15947,18308,8842,9466,12827,6231,6596
2003,VUT,VUT2003,31482,15184,16298,18708,9028,9680,13022,6321,6701
2004,VUT,VUT2004,32145,15515,16630,19141,9227,9914,13226,6416,6810
2005,VUT,VUT2005,32736,15823,16913,19570,9424,10146,13448,6519,6929
2006,VUT,VUT2006,33164,15982,17182,19556,9512,10044,13839,6784,7055
2007,VUT,VUT2007,33582,16098,17484,19442,9519,9923,13964,6923,7041
2008,VUT,VUT2008,33915,16171,17744,19539,9563,9976,13762,6902,6860
2009,VUT,VUT2009,34101,16212,17889,20078,9724,10354,13369,6775,6594
2010,VUT,VUT2010,34155,16251,17904,20967,9976,10991,13058,6648,6410
2011,VUT,VUT2011,34485,16534,17951,21555,10235,11320,13821,6994,6827
2012,VUT,VUT2012,35591,17115,18476,21777,10357,11420,14651,7338,7313
2013,VUT,VUT2013,37338,17957,19381,21874,10443,11431,15250,7551,7699
2014,VUT,VUT2014,39566,19009,20557,22051,10563,11488,15479,7596,7883
2015,VUT,VUT2015,42026,20172,21854,22487,10781,11706,15458,7545,7913
2016,VUT,VUT2016,,,,,,,,,
2017,VUT,VUT2017,45111,21714,23397,24371,11662,12709,16219,7814,8405
2018,VUT,VUT2018,45883,22102,23781,25562,12241,13321,16623,7987,8636
2019,VUT,VUT2019,46206,22266,23940,26928,12915,14013,17093,8193,8900
2020,VUT,VUT2020,46254,22291,23963,28324,13611,14713,17742,8493,9249
2021,VUT,VUT2021,46393,22365,24028,29389,14143,15246,18588,8901,9687
2022,VUT,VUT2022,46767,22566,24201,30123,14511,15612,19610,9403,10207
1980,VEN,VEN1980,2355112,1155198,1199914,1086049,533330,552719,679557,333999,345558
1981,VEN,VEN1981,2379991,1167228,1212763,1111868,545994,565874,696999,342519,354480
1982,VEN,VEN1982,2403189,1178399,1224790,1134470,557115,577355,713431,350652,362779
1983,VEN,VEN1983,2433604,1193151,1240453,1154266,566796,587470,730339,358997,371342
1984,VEN,VEN1984,2473896,1212829,1261067,1169052,573954,595098,747708,367524,380184
1985,VEN,VEN1985,2522803,1236823,1285980,1180018,579187,600831,763482,375220,388262
1986,VEN,VEN1986,2579623,1264815,1314808,1188568,583186,605382,774693,380627,394066
1987,VEN,VEN1987,2703278,1325627,1377651,1217547,597112,620435,789168,387504,401664
1988,VEN,VEN1988,2758956,1352918,1406038,1242512,609399,633113,794978,390265,404713
1989,VEN,VEN1989,2807817,1376739,1431078,1272617,624251,648366,802388,393785,408603
1990,VEN,VEN1990,2850844,1397605,1453239,1305275,640362,664913,815997,400406,415591
1991,VEN,VEN1991,2890559,1416804,1473755,1337770,656359,681411,836007,410251,425756
1992,VEN,VEN1992,2932734,1437173,1495561,1365462,670032,695430,857218,420856,436362
1993,VEN,VEN1993,2981912,1460948,1520964,1389163,681599,707564,879298,431799,447499
1994,VEN,VEN1994,3036760,1487519,1549241,1410056,691704,718352,900891,442416,458475
1995,VEN,VEN1995,3094880,1515769,1579111,1429064,700850,728214,918627,451061,467566
1996,VEN,VEN1996,3151762,1543523,1608239,1447990,709952,738038,932131,457583,474548
1997,VEN,VEN1997,3204550,1569115,1635435,1472275,721805,750470,944824,463928,480896
1998,VEN,VEN1998,3243573,1587965,1655608,1501338,735938,765400,956878,469808,487070
1999,VEN,VEN1999,3268608,1600000,1668608,1532992,751333,781659,969907,476042,493865
2000,VEN,VEN2000,3280392,1605602,1674790,1565407,767079,798328,987365,484419,502946
2001,VEN,VEN2001,3282791,1606689,1676102,1595650,781721,813929,1009055,494918,514137
2002,VEN,VEN2002,3287145,1608657,1678488,1617630,792518,825112,1030710,505749,524961
2003,VEN,VEN2003,3293450,1611522,1681928,1629756,798375,831381,1052236,516303,535933
2004,VEN,VEN2004,3301506,1615246,1686260,1634789,800719,834070,1071243,525464,545779
2005,VEN,VEN2005,3311004,1619755,1691249,1636321,801328,834993,1082770,530921,551849
2006,VEN,VEN2006,3320982,1624630,1696352,1636996,801487,835509,1086401,532563,553838
2007,VEN,VEN2007,3329485,1628672,1700813,1637011,801719,835292,1085576,532498,553078
2008,VEN,VEN2008,3338340,1632766,1705574,1638235,802391,835844,1084363,532055,552308
2009,VEN,VEN2009,3349527,1637961,1711566,1640317,803339,836978,1083162,531451,551711
2010,VEN,VEN2010,3365020,1645307,1719713,1642641,804222,838419,1083551,531507,552044
2011,VEN,VEN2011,3384367,1654650,1729717,1645465,805186,840279,1085867,532425,553442
2012,VEN,VEN2012,3407608,1665728,1741880,1652018,808561,843457,1089173,534255,554918
2013,VEN,VEN2013,3431242,1676577,1754665,1662770,813788,848982,1092526,535908,556618
2014,VEN,VEN2014,3446832,1683508,1763324,1673001,818591,854410,1094712,536895,557817
2015,VEN,VEN2015,3444212,1682078,1762134,1676902,820212,856690,1094421,536688,557733
2016,VEN,VEN2016,3418234,1670101,1748133,1670764,816988,853776,1089976,534499,555477
2017,VEN,VEN2017,3381665,1652320,1729345,1650376,806792,843584,1064491,522026,542465
2018,VEN,VEN2018,3334207,1629690,1704517,1626874,795357,831517,1045884,512757,533127
2019,VEN,VEN2019,3290240,1608902,1681338,1601305,783008,818297,1036599,507870,528729
2020,VEN,VEN2020,3267926,1598270,1669656,1581461,773140,808321,1033802,506025,527777
2021,VEN,VEN2021,3275600,1601446,1674154,1577307,770301,807006,1034975,505929,529046
2022,VEN,VEN2022,3261349,1596602,1664747,1586789,775881,810908,1040664,509357,531307
1980,VNM,VNM1980,7199548,3525250,3674298,5257346,2582658,2674688,3682013,1813898,1868115
1981,VNM,VNM1981,7328262,3587566,3740696,5342728,2623659,2719069,3750918,1847532,1903386
1982,VNM,VNM1982,7442950,3643241,3799709,5435069,2668383,2766686,3815470,1878742,1936728
1983,VNM,VNM1983,7538913,3689770,3849143,5535982,2717521,2818461,3873559,1906741,1966818
1984,VNM,VNM1984,7613197,3725594,3887603,5644491,2770494,2873997,3930421,1934197,1996224
1985,VNM,VNM1985,7670424,3752774,3917650,5754453,2824120,2930333,3994261,1965131,2029130
1986,VNM,VNM1986,7724994,3778226,3946768,5853442,2872198,2981244,4070914,2002414,2068500
1987,VNM,VNM1987,7800530,3813926,3986604,5925576,2907568,3018008,4152947,2042656,2110291
1988,VNM,VNM1988,7897820,3859626,4038194,5982895,2935305,3047590,4238546,2084738,2153808
1989,VNM,VNM1989,8018656,3916342,4102314,6030538,2957865,3072673,4318446,2124072,2194374
1990,VNM,VNM1990,8158156,3981947,4176209,6077700,2979821,3097879,4384550,2156564,2227986
1991,VNM,VNM1991,8301746,4049608,4252138,6136331,3007072,3129259,4431732,2179432,2252300
1992,VNM,VNM1992,8440753,4115188,4325565,6218899,3045684,3173215,4466377,2195571,2270806
1993,VNM,VNM1993,8575397,4179227,4396170,6318308,3092247,3226061,4499673,2210902,2288771
1994,VNM,VNM1994,8703901,4241065,4462836,6426648,3142856,3283792,4540712,2229918,2310794
1995,VNM,VNM1995,8824543,4299843,4524700,6537562,3194506,3343056,4596381,2255784,2340597
1996,VNM,VNM1996,8931970,4352652,4579318,6648567,3246331,3402236,4671093,2290481,2380612
1997,VNM,VNM1997,9013886,4392875,4621011,6754330,3296629,3457701,4747665,2326375,2421290
1998,VNM,VNM1998,9092556,4431619,4660937,6869147,3351576,3517571,4834858,2366878,2467980
1999,VNM,VNM1999,9158177,4464389,4693788,6979588,3404575,3575013,4925159,2408652,2516507
2000,VNM,VNM2000,9187606,4480068,4707538,7071736,3448828,3622908,5013571,2449722,2563849
2001,VNM,VNM2001,9151968,4464390,4687578,7144071,3483715,3660356,5096128,2488568,2607560
2002,VNM,VNM2002,9058644,4418963,4639681,7232870,3527102,3705768,5184183,2531458,2652725
2003,VNM,VNM2003,8822216,4303391,4518825,7291084,3555911,3735173,5247831,2562095,2685736
2004,VNM,VNM2004,8440539,4116235,4324304,7327751,3574338,3753413,5295433,2584342,2711091
2005,VNM,VNM2005,7954745,3877336,4077409,7336439,3578751,3757688,5341946,2605783,2736163
2006,VNM,VNM2006,7457620,3632242,3825378,7273700,3547530,3726170,5392058,2629145,2762913
2007,VNM,VNM2007,7056219,3432424,3623795,7074312,3449339,3624973,5423323,2644954,2778369
2008,VNM,VNM2008,6759669,3283275,3476394,6772736,3300010,3472726,5460687,2663103,2797584
2009,VNM,VNM2009,6591999,3196974,3395025,6394702,3112457,3282245,5469067,2666272,2802795
2010,VNM,VNM2010,6548745,3171462,3377283,5996425,2914579,3081846,5393325,2627725,2765600
2011,VNM,VNM2011,6575472,3179722,3395750,5653207,2743684,2909523,5193436,2528159,2665277
2012,VNM,VNM2012,6589940,3180918,3409022,5423937,2630352,2793585,4908083,2388433,2519650
2013,VNM,VNM2013,6643951,3198351,3445600,5294067,2565402,2728665,4595581,2234467,2361114
2014,VNM,VNM2014,6738759,3232341,3506418,5235364,2535334,2700030,4312095,2094025,2218070
2015,VNM,VNM2015,6864900,3279097,3585803,5211816,2522087,2689729,4093936,1985514,2108422
2016,VNM,VNM2016,7005094,3332665,3672429,5206251,2515815,2690436,3972041,1924652,2047389
2017,VNM,VNM2017,7147504,3389215,3758289,5244065,2527104,2716961,3918098,1898063,2020035
2018,VNM,VNM2018,7271446,3439767,3831679,5315621,2551973,2763648,3891729,1884854,2006875
2019,VNM,VNM2019,7369125,3481156,3887969,5413036,2587553,2825483,3875942,1875564,2000378
2020,VNM,VNM2020,7441590,3513643,3927947,5524482,2629657,2894825,3886442,1876619,2009823
2021,VNM,VNM2021,7502258,3542235,3960023,5633439,2672140,2961299,3929129,1890165,2038964
2022,VNM,VNM2022,7573500,3575003,3998497,5728124,2710900,3017224,3991432,1912437,2078995
1980,WLF,WLF1980,,,,,,,,,
1981,WLF,WLF1981,,,,,,,,,
1982,WLF,WLF1982,,,,,,,,,
1983,WLF,WLF1983,,,,,,,,,
1984,WLF,WLF1984,,,,,,,,,
1985,WLF,WLF1985,,,,,,,,,
1986,WLF,WLF1986,,,,,,,,,
1987,WLF,WLF1987,,,,,,,,,
1988,WLF,WLF1988,,,,,,,,,
1989,WLF,WLF1989,,,,,,,,,
1990,WLF,WLF1990,,,,,,,,,
1991,WLF,WLF1991,,,,,,,,,
1992,WLF,WLF1992,,,,,,,,,
1993,WLF,WLF1993,,,,,,,,,
1994,WLF,WLF1994,,,,,,,,,
1995,WLF,WLF1995,,,,,,,,,
1996,WLF,WLF1996,,,,,,,,,
1997,WLF,WLF1997,,,,,,,,,
1998,WLF,WLF1998,,,,,,,,,
1999,WLF,WLF1999,,,,,,,,,
2000,WLF,WLF2000,,,,,,,,,
2001,WLF,WLF2001,,,,,,,,,
2002,WLF,WLF2002,,,,,,,,,
2003,WLF,WLF2003,,,,,,,,,
2004,WLF,WLF2004,,,,,,,,,
2005,WLF,WLF2005,,,,,,,,,
2006,WLF,WLF2006,,,,,,,,,
2007,WLF,WLF2007,,,,,,,,,
2008,WLF,WLF2008,,,,,,,,,
2009,WLF,WLF2009,,,,,,,,,
2010,WLF,WLF2010,,,,,,,,,
2011,WLF,WLF2011,,,,,,,,,
2012,WLF,WLF2012,,,,,,,,,
2013,WLF,WLF2013,,,,,,,,,
2014,WLF,WLF2014,,,,,,,,,
2015,WLF,WLF2015,,,,,,,,,
2016,WLF,WLF2016,,,,,,,,,
2017,WLF,WLF2017,,,,,,,,,
2018,WLF,WLF2018,,,,,,,,,
2019,WLF,WLF2019,,,,,,,,,
2020,WLF,WLF2020,,,,,,,,,
2021,WLF,WLF2021,,,,,,,,,
2022,WLF,WLF2022,,,,,,,,,
1980,ESH,ESH1980,,,,,,,,,
1981,ESH,ESH1981,16157,8093,8064,,,,,,
1982,ESH,ESH1982,17146,8570,8576,,,,,,
1983,ESH,ESH1983,18079,9027,9052,,,,,,
1984,ESH,ESH1984,19078,9527,9551,,,,,,
1985,ESH,ESH1985,20239,10111,10128,,,,,,
1986,ESH,ESH1986,21517,10755,10762,,,,,,
1987,ESH,ESH1987,22879,11425,11454,,,,,,
1988,ESH,ESH1988,24233,12094,12139,,,,,,
1989,ESH,ESH1989,25540,12742,12798,12676,6311,6365,11190,5535,5655
1990,ESH,ESH1990,26726,13332,13394,13460,6707,6753,11833,5852,5981
1991,ESH,ESH1991,27730,13830,13900,14180,7074,7106,12547,6212,6335
1992,ESH,ESH1992,28894,14407,14487,15024,7492,7532,13367,6626,6741
1993,ESH,ESH1993,29858,14890,14968,15832,7892,7940,14166,7029,7137
1994,ESH,ESH1994,30622,15269,15353,16604,8277,8327,14956,7425,7531
1995,ESH,ESH1995,31222,15559,15663,17334,8638,8696,15742,7815,7927
1996,ESH,ESH1996,31762,15805,15957,17981,8954,9027,16523,8198,8325
1997,ESH,ESH1997,32352,16099,16253,18434,9178,9256,17277,8569,8708
1998,ESH,ESH1998,,,,,,,,,
1999,ESH,ESH1999,,,,,,,,,
2000,ESH,ESH2000,,,,,,,,,
2001,ESH,ESH2001,,,,,,,,,
2002,ESH,ESH2002,,,,,,,,,
2003,ESH,ESH2003,,,,,,,,,
2004,ESH,ESH2004,,,,,,,,,
2005,ESH,ESH2005,,,,,,,,,
2006,ESH,ESH2006,,,,,,,,,
2007,ESH,ESH2007,,,,,,,,,
2008,ESH,ESH2008,,,,,,,,,
2009,ESH,ESH2009,,,,,,,,,
2010,ESH,ESH2010,,,,,,,,,
2011,ESH,ESH2011,,,,,,,,,
2012,ESH,ESH2012,,,,,,,,,
2013,ESH,ESH2013,,,,,,,,,
2014,ESH,ESH2014,,,,,,,,,
2015,ESH,ESH2015,,,,,,,,,
2016,ESH,ESH2016,,,,,,,,,
2017,ESH,ESH2017,,,,,,,,,
2018,ESH,ESH2018,,,,,,,,,
2019,ESH,ESH2019,,,,,,,,,
2020,ESH,ESH2020,,,,,,,,,
2021,ESH,ESH2021,,,,,,,,,
2022,ESH,ESH2022,,,,,,,,,
1980,YEM,YEM1980,1386288,687685,698603,562681,280198,282483,485604,242418,243186
1981,YEM,YEM1981,1436179,711407,724772,590358,293729,296629,508792,253689,255103
1982,YEM,YEM1982,1493838,739291,754547,615332,305973,309359,531676,265021,266655
1983,YEM,YEM1983,1554326,768563,785763,640106,317987,322119,556526,277293,279233
1984,YEM,YEM1984,1615977,798471,817506,665675,330355,335320,582422,290043,292379
1985,YEM,YEM1985,1677388,828411,848977,693255,343762,349493,608558,302878,305680
1986,YEM,YEM1986,1738381,858300,880081,722581,358107,364474,634499,315596,318903
1987,YEM,YEM1987,1807254,892623,914631,748391,370960,377431,657744,327220,330524
1988,YEM,YEM1988,1885168,931669,953499,774145,383883,390262,682867,339805,343062
1989,YEM,YEM1989,1973637,975595,998042,802104,397761,404343,710437,353435,357002
1990,YEM,YEM1990,2074549,1024503,1050046,834436,413327,421109,740418,367821,372597
1991,YEM,YEM1991,2187045,1077423,1109622,872623,431102,441521,772940,382888,390052
1992,YEM,YEM1992,2300947,1133402,1167545,911070,447916,463154,795642,391521,404121
1993,YEM,YEM1993,2426507,1194488,1232019,960087,470052,490035,827847,404383,423464
1994,YEM,YEM1994,2557171,1257916,1299255,1014682,495813,518869,868696,421531,447165
1995,YEM,YEM1995,2685148,1320557,1364591,1070447,523749,546698,915445,442543,472902
1996,YEM,YEM1996,2803837,1379764,1424073,1125122,552820,572302,964430,466533,497897
1997,YEM,YEM1997,2932538,1439722,1492816,1182257,581826,600431,1014513,492920,521593
1998,YEM,YEM1998,3057582,1499903,1557679,1241110,611137,629973,1065414,520593,544821
1999,YEM,YEM1999,3177473,1559004,1618469,1300986,640605,660381,1117764,549149,568615
2000,YEM,YEM2000,3289851,1615009,1674842,1360140,669537,690603,1172187,578030,594157
2001,YEM,YEM2001,3390298,1665005,1725293,1418222,697819,720403,1229557,607011,622546
2002,YEM,YEM2002,3487807,1713006,1774801,1479828,727880,751948,1289985,636705,653280
2003,YEM,YEM2003,3556942,1746758,1810184,1541797,758166,783631,1348590,665013,683577
2004,YEM,YEM2004,3597678,1766368,1831310,1603472,788294,815178,1406482,692866,713616
2005,YEM,YEM2005,3612641,1773305,1839336,1666163,818819,847344,1466886,721968,744918
2006,YEM,YEM2006,3611451,1772384,1839067,1725980,847825,878155,1531215,753170,778045
2007,YEM,YEM2007,3615496,1774338,1841158,1764319,866547,897772,1592656,783336,809320
2008,YEM,YEM2008,3637855,1785096,1852759,1782284,875264,907020,1656320,814475,841845
2009,YEM,YEM2009,3678285,1804609,1873676,1786594,877268,909326,1714717,842878,871839
2010,YEM,YEM2010,3735310,1832239,1903071,1784531,876125,908406,1757219,863455,893764
2011,YEM,YEM2011,3803259,1865277,1937982,1783147,875292,907855,1776394,872653,903741
2012,YEM,YEM2012,3874908,1900149,1974759,1791109,879148,911961,1779240,874092,905148
2013,YEM,YEM2013,3946846,1935137,2011709,1812379,889484,922895,1775690,872334,903356
2014,YEM,YEM2014,4019217,1970355,2048862,1842669,904221,938448,1775083,871943,903140
2015,YEM,YEM2015,4092173,2005923,2086250,1876318,920594,955724,1783045,875709,907336
2016,YEM,YEM2016,4165142,2041605,2123537,1909873,936919,972954,1804446,886062,918384
2017,YEM,YEM2017,4241572,2079094,2162478,1940817,952294,988523,1831267,899530,931737
2018,YEM,YEM2018,4323542,2119198,2204344,1973853,968615,1005238,1862225,914956,947269
2019,YEM,YEM2019,4408880,2160902,2247978,2008927,985840,1023087,1893564,930473,963091
2020,YEM,YEM2020,4494502,2202745,2291757,2045321,1003598,1041723,1925951,946399,979552
2021,YEM,YEM2021,4576134,2242662,2333472,2082940,1021853,1061087,1959731,962903,996828
2022,YEM,YEM2022,4654404,2281144,2373260,2122966,1041555,1081411,1994495,980120,1014375
1980,ZMB,ZMB1980,1150522,571821,578701,407506,202770,204736,248537,123808,124729
1981,ZMB,ZMB1981,1195699,594177,601522,419533,208740,210793,257387,128179,129208
1982,ZMB,ZMB1982,1243363,617661,625702,432904,215326,217578,265442,132152,133290
1983,ZMB,ZMB1983,1291379,641253,650126,448144,222809,225335,273581,136152,137429
1984,ZMB,ZMB1984,1337775,664031,673744,465783,231486,234297,282080,140315,141765
1985,ZMB,ZMB1985,1381214,685398,695816,330561,164216,166345,445847,221633,224214
1986,ZMB,ZMB1986,1428264,708350,719914,343499,170645,172854,461445,229467,231978
1987,ZMB,ZMB1987,1474701,730989,743712,356722,177164,179558,479298,238369,240929
1988,ZMB,ZMB1988,1519219,752779,766440,369614,183477,186137,498497,247882,250615
1989,ZMB,ZMB1989,1560317,773083,787234,382124,189592,192532,517939,257477,260462
1990,ZMB,ZMB1990,1596181,791067,805114,394799,195805,198994,537172,266948,270224
1991,ZMB,ZMB1991,1634676,810524,824152,406622,201700,204922,552945,274931,278014
1992,ZMB,ZMB1992,1673382,830360,843022,418628,207689,210939,569348,283202,286146
1993,ZMB,ZMB1993,1712853,850787,862066,429733,213275,216458,587283,292154,295129
1994,ZMB,ZMB1994,1753031,871646,881385,440269,218623,221646,606431,301622,304809
1995,ZMB,ZMB1995,1792384,892107,900277,451548,224324,227224,625815,311162,314653
1996,ZMB,ZMB1996,1834449,914559,919890,463079,230208,232871,644040,320265,323775
1997,ZMB,ZMB1997,1879048,938201,940847,475054,236339,238715,661920,329293,332627
1998,ZMB,ZMB1998,1924751,962256,962495,486882,242535,244347,680039,338474,341565
1999,ZMB,ZMB1999,1969499,985704,983795,498560,248828,249732,698228,347773,350455
2000,ZMB,ZMB2000,2011117,1007512,1003605,510292,255255,255037,715777,356960,358817
2001,ZMB,ZMB2001,2058620,1031868,1026752,520476,261012,259464,728386,364264,364122
2002,ZMB,ZMB2002,2110718,1058280,1052438,531552,267100,264452,742260,372247,370013
2003,ZMB,ZMB2003,2167770,1086992,1080778,542887,273155,269732,757973,381062,376911
2004,ZMB,ZMB2004,2229703,1117976,1111727,554787,279360,275427,775438,390572,384866
2005,ZMB,ZMB2005,2295245,1150585,1144660,568094,286200,281894,794260,400554,393706
2006,ZMB,ZMB2006,2362158,1183714,1178444,579536,292199,287337,808123,408253,399870
2007,ZMB,ZMB2007,2438710,1221375,1217335,593706,299396,294310,824529,416985,407544
2008,ZMB,ZMB2008,2523579,1262950,1260629,610845,307918,302927,844194,427079,417115
2009,ZMB,ZMB2009,2614726,1307406,1307320,630820,317734,313086,867486,438720,428766
2010,ZMB,ZMB2010,2710006,1353688,1356318,652972,328530,324442,894628,452037,442591
2011,ZMB,ZMB2011,2803888,1399411,1404477,674289,338923,335366,922889,465932,456957
